7.533975059999999943e-06 2.749084820938928040e-06 2.749084820938928040e-06 2.784447521272556445e-06
8.053405380000000296e-06 2.932103578190852947e-06 2.932103578190852947e-06 2.969820530171734730e-06
8.608602420000000777e-06 3.127290750443999650e-06 3.127290750443999650e-06 3.167518481804543842e-06
9.202072559999999941e-06 3.335470684447952145e-06 3.335470684447952145e-06 3.378376326859324680e-06
9.836457660000000753e-06 3.557509464083316548e-06 3.557509464083316548e-06 3.603271290038712495e-06
1.051453506000000042e-05 3.794314546683096781e-06 3.794314546683096781e-06 3.843122501702853419e-06
1.123942080000000040e-05 4.046905146099142652e-06 4.046905146099142652e-06 4.098962286304532742e-06
1.201423092000000045e-05 4.316293476763693504e-06 4.316293476763693504e-06 4.371815878840273212e-06
1.284248790000000171e-05 4.603625794793970177e-06 4.603625794793970177e-06 4.662844280229375004e-06
1.372784970000000123e-05 4.910087354761771755e-06 4.910087354761771755e-06 4.973247991500174020e-06
1.467424524000000152e-05 5.236948853719157093e-06 5.236948853719157093e-06 5.304314055245881840e-06
1.568587440000000034e-05 5.585565631091816559e-06 5.585565631091816559e-06 5.657415245225824451e-06
1.676720801999999919e-05 5.957376886924895742e-06 5.957376886924895742e-06 6.034009274555212870e-06
1.792312338000000093e-05 6.353951349057345910e-06 6.353951349057345910e-06 6.435685050316674956e-06
1.915876872000000031e-05 6.776939688696357903e-06 6.776939688696357903e-06 6.864114477035043402e-06
2.047956324000000088e-05 7.228073800693874274e-06 7.228073800693874274e-06 7.321051727695773190e-06
2.189140032000000302e-05 7.709235287927974166e-06 7.709235287927974166e-06 7.808402609071351622e-06
2.340057977999999997e-05 8.222431009110700830e-06 8.222389857398571553e-06 8.328199794989708067e-06
2.501374013999999770e-05 8.769768961523803310e-06 8.769725070488738609e-06 8.882578398838873558e-06
2.673819731999999713e-05 9.353571943842589498e-06 9.353525130984007276e-06 9.473891098486268638e-06
2.858153820000000121e-05 9.976238296272660211e-06 9.976188367086747321e-06 1.010451683576304515e-05
3.055189158000000003e-05 1.064033256532299725e-05 1.064027931247086554e-05 1.077715029968701841e-05
3.265813140000000287e-05 1.134865222767717139e-05 1.134859542981909304e-05 1.149457782505335244e-05
3.490953803999999832e-05 1.210405132193900272e-05 1.210405132193900272e-05 1.225975150659553360e-05
3.731613702000000093e-05 1.290979104423510645e-05 1.290972643301081735e-05 1.307585584320215420e-05
3.988869900000000039e-05 1.376918592396599120e-05 1.376911701162210165e-05 1.394630552912213520e-05
4.263860429999999434e-05 1.468578731733863415e-05 1.468571381756664418e-05 1.487469760335102481e-05
4.557804612000000011e-05 1.566339253714292936e-05 1.566323575231215822e-05 1.586479933022093587e-05
4.872016602000000152e-05 1.670608747472592090e-05 1.670592025290016541e-05 1.692090169809332871e-05
5.207891843999999529e-05 1.781819905990606861e-05 1.781793152975681677e-05 1.804731330336075182e-05
5.566913844000000172e-05 1.900422032857309755e-05 1.900403010280193755e-05 1.924868129159583435e-05
5.950694814000000675e-05 2.026931601337797026e-05 2.026901168033679750e-05 2.052994845139659294e-05
6.360928254000000246e-05 2.161861086187645835e-05 2.161828626988800164e-05 2.189659317029712658e-05
6.799470240000000671e-05 2.305781640705899461e-05 2.305735480644027021e-05 2.335418855992578462e-05
7.268163299999999571e-05 2.459243775134379759e-05 2.459194542749627545e-05 2.490865972422546076e-05
7.769236079999999845e-05 2.622956368741791893e-05 2.622890731574756851e-05 2.656670453531185142e-05
8.304856260000000208e-05 2.797554352532679578e-05 2.797484346030085415e-05 2.833526808227827536e-05
8.877394740000000227e-05 2.983786851535280579e-05 2.983697251465673342e-05 3.022138955536183929e-05
9.489425639999998969e-05 3.182407844673987301e-05 3.182296352670283587e-05 3.223313026279873815e-05
1.014359082000000075e-04 3.394247732579066341e-05 3.394094844084833665e-05 3.437858708390232097e-05
1.084287083999999957e-04 3.620177002427146567e-05 3.619995818734790343e-05 3.666690946154767445e-05
1.159038173999999994e-04 3.861152341909864535e-05 3.860939773136521302e-05 3.910743140027217766e-05
1.238937504000000060e-04 4.118151625799487442e-05 4.117883687048064001e-05 4.171043332858976558e-05
1.324350870000000065e-04 4.392276418978449508e-05 4.391968661874217299e-05 4.448666880798885642e-05
1.415650841999999902e-04 4.684618930073419145e-05 4.684243796679771242e-05 4.744762947909547782e-05
1.513243859999999924e-04 4.996440695951743388e-05 4.995965573811322349e-05 5.060563067351979725e-05
1.617563460000000144e-04 5.328987260317728753e-05 5.328427172670654495e-05 5.397350905914153322e-05
1.729077047999999950e-04 5.683674749639974142e-05 5.682992044740116714e-05 5.756560289803632673e-05
1.848279125999999749e-04 6.061972205714855251e-05 6.061122703466161196e-05 6.139678761677527287e-05
1.975698065999999860e-04 6.465413419981291864e-05 6.464410301608391714e-05 6.548259622279332568e-05
2.111902883999999966e-04 6.895710186586713844e-05 6.894467744268279754e-05 6.984036036083223430e-05
2.257496465999999930e-04 7.354640957299592424e-05 7.353094971501706028e-05 7.448771781811447151e-05
2.413129115999999776e-04 7.844081742871369435e-05 7.842236573095325578e-05 7.944398823470787032e-05
2.579485008000000253e-04 8.366033010583938715e-05 8.363771954541191357e-05 8.472942328305974762e-05
2.757309282000000063e-04 8.922715840017197140e-05 8.919991718226427115e-05 9.036650533459034346e-05
2.947401269999999672e-04 9.516468531312814423e-05 9.513086841364929195e-05 9.637794667530409512e-05
3.150587399999999752e-04 1.014959596161718879e-04 1.014548128633640568e-04 1.027889390611321917e-04
3.367788936000000195e-04 1.082481670047714733e-04 1.081983230046090858e-04 1.096250108779230688e-04
3.599961011999999998e-04 1.154494740060275833e-04 1.153882243831341167e-04 1.169156168989646927e-04
3.848140050000000128e-04 1.231286601806452492e-04 1.230547082947982651e-04 1.246892623672160724e-04
4.113423437999999500e-04 1.313171638523513002e-04 1.312271198654450257e-04 1.329782943236120722e-04
4.397003400000000051e-04 1.400497915099510875e-04 1.399404403183879980e-04 1.418172123162768654e-04
4.700126351999999786e-04 1.493621766562069669e-04 1.492276117657895154e-04 1.512411659445444395e-04
5.024147093999999699e-04 1.592914097471707262e-04 1.591279654679625584e-04 1.612889753092976435e-04
5.370508488000000835e-04 1.698791063105449528e-04 1.696792878191653105e-04 1.720018440010953804e-04
5.740748231999999668e-04 1.811669238930739632e-04 1.809248067086590523e-04 1.834217126695431076e-04
6.136512408000000538e-04 1.932028473691774413e-04 1.929078926753548067e-04 1.955959041840480686e-04
6.559555481999999925e-04 2.060351389920700254e-04 2.056741805137341785e-04 2.085727855113543073e-04
7.011767399999999399e-04 2.197143771935951826e-04 2.192755550912011981e-04 2.224030159137909606e-04
7.495160040000000768e-04 2.342961129637032730e-04 2.337613056459240978e-04 2.371433909899266766e-04
8.011880760000000086e-04 2.498394169106224168e-04 2.491878223264574685e-04 2.528507319717630342e-04
8.564164979999999965e-04 2.664040661810361619e-04 2.656105613265629219e-04 2.695845505418927404e-04
9.154586820000000557e-04 2.840590074133553288e-04 2.830934340907900011e-04 2.874120882282536066e-04
9.785720400000000926e-04 3.028720341776509808e-04 3.016953915763990091e-04 3.064019628427767906e-04
1.046034306000000018e-03 3.229157826107008074e-04 3.214817617689732935e-04 3.266230341996458888e-04
1.118143536000000072e-03 3.442675766264336021e-04 3.425197526826729210e-04 3.481513560437326854e-04
1.195231655999999922e-03 3.670114441593394484e-04 3.648834199412476112e-04 3.710695157577757557e-04
1.277623818000000067e-03 3.912272068011899556e-04 3.886353808903461951e-04 3.954535963704077926e-04
1.365706139999999826e-03 4.170124108546092567e-04 4.138569511690592495e-04 4.213946593950443288e-04
1.459857965999999995e-03 4.444559278547798920e-04 4.406161634264163453e-04 4.489780070369111978e-04
1.560499283999999863e-03 4.736574177497215291e-04 4.689837300785648969e-04 4.782969180011427293e-04
1.668077177999999954e-03 5.047185570635416996e-04 4.990299093061812503e-04 5.094455145516302253e-04
1.783072602000000109e-03 5.377464748338317297e-04 5.308253944373827809e-04 5.425166383850727175e-04
1.905993606000000104e-03 5.728483241131938995e-04 5.644267313485927225e-04 5.776060050933576329e-04
2.037395657999999977e-03 6.101417627392215258e-04 5.998984589550779029e-04 6.148149866918166699e-04
2.177847774000000059e-03 6.497289540065985698e-04 6.372753214771087948e-04 6.542330932928808488e-04
2.327986709999999970e-03 6.917350997577002185e-04 6.765973580451858666e-04 6.959540091188216220e-04
2.488476317999999913e-03 7.362701037772345506e-04 7.178758931571061971e-04 7.400610518114580927e-04
2.660034641999999960e-03 7.834424325663919648e-04 7.611017620912672926e-04 7.866320066986821902e-04
2.843413595999999717e-03 8.333629877036013425e-04 8.062421589253048653e-04 8.357340787678414025e-04
3.039432834000000035e-03 8.861330427138198887e-04 8.532241395306039509e-04 8.874220923603347820e-04
3.248966202000000327e-03 9.418388829635114057e-04 9.019385465393567640e-04 9.417193770966963582e-04
3.472948512000000130e-03 1.000563300193461121e-03 9.522104653594479088e-04 9.986458477119824692e-04
3.712375542000000399e-03 1.062356930496292191e-03 1.003821523651080190e-03 1.058169847915424585e-03
3.968297261999999791e-03 1.127260755338516931e-03 1.056458556800698566e-03 1.120226509643514230e-03
4.241872026000000594e-03 1.195277377286434531e-03 1.109727296045164317e-03 1.184727043405999500e-03
4.534298832000000119e-03 1.266370861105754145e-03 1.163132911335567655e-03 1.251495368853597226e-03
4.846891836000000002e-03 1.340467457550811826e-03 1.216054699349956034e-03 1.320318294806642869e-03
5.181032934000000083e-03 1.417432110434078919e-03 1.267727785279844149e-03 1.390890552271272645e-03
5.538212405999999935e-03 1.497059944825181654e-03 1.317258673858219195e-03 1.462832194019868812e-03
